Consumption_Energy_Usage,Consumption_Energy_Ur_Consumption,Occupants,Floor_Area,Energy_per_Occupant,Energy_per_FloorArea,Building_Type_Commercial,Building_Type_Industrial,Building_Type_Residential,Energy_Efficiency_Rating_A,Energy_Efficiency_Rating_A+,Energy_Efficiency_Rating_B,Energy_Efficiency_Rating_C
0.4263054403208747,-0.9684628721097256,-1.5541738364246442,0.1560414146963092,0.5102468480859293,-0.22252926682549512,1.4281154287422113,-0.7065765173090552,-0.7145446229081065,-0.6112498455021267,-0.5588702514942528,1.7413380098407458,-0.5650320466312655
-0.32681230445922105,0.7559627055305553,-1.1265012228568514,-1.2215722390820638,-0.08818018535759124,0.5233242887396728,-0.7002235112610843,1.4152748860214408,-0.7145446229081065,-0.6112498455021267,-0.5588702514942528,1.7413380098407458,-0.5650320466312655
0.3379124270831165,-0.7171180260106038,1.3701821428362082,1.620517876290354,-0.20674447282575378,-0.5904970042000348,1.4281154287422113,-0.7065765173090552,-0.7145446229081065,1.6359922335498094,-0.5588702514942528,-0.5742710457985438,-0.5650320466312655
-1.622959854339811,1.144404740411016,0.7922461785554075,1.0239075383985032,-0.23923232891835486,-0.9770448073087434,-0.7002235112610843,1.4152748860214408,-0.7145446229081065,1.6359922335498094,-0.5588702514942528,-0.5742710457985438,-0.5650320466312655
-1.3084847110900941,-0.594539810346733,-0.8606506792876831,-1.3952978547134074,-0.1985382228749582,-0.1677994035427235,-0.7002235112610843,1.4152748860214408,-0.7145446229081065,-0.6112498455021267,-0.5588702514942528,-0.5742710457985438,1.7698111212665257
1.4615236145861592,1.3424340130951726,-1.5541738364246442,-0.6120086754633147,0.8170829359142409,0.783057676708826,1.4281154287422113,-0.7065765173090552,-0.7145446229081065,-0.6112498455021267,-0.5588702514942528,-0.5742710457985438,1.7698111212665257
-1.201547709061198,-0.13159878225696825,1.4048583006930564,-0.9731750869074236,-0.23406702322868608,-0.45199616743062315,-0.7002235112610843,-0.7065765173090552,1.3994927229738652,1.6359922335498094,-0.5588702514942528,-0.5742710457985438,-0.5650320466312655
1.4911939966519803,-0.36080814475076944,-0.4792129428623545,-0.884788370182705,-0.09244073757454732,1.2343742134292446,-0.7002235112610843,-0.7065765173090552,1.3994927229738652,-0.6112498455021267,-0.5588702514942528,1.7413380098407458,-0.5650320466312655
-1.2591113409336891,-1.4347361235379257,1.6707088442622247,-0.9244100018179237,-0.23626823327061716,-0.5180021056908513,1.4281154287422113,-0.7065765173090552,-0.7145446229081065,-0.6112498455021267,1.789324082515213,-0.5742710457985438,-0.5650320466312655
0.815033805355107,-0.46410706824226444,0.42236716141569486,0.9538077285823471,-0.1754879509695373,-0.3563915342828011,-0.7002235112610843,-0.7065765173090552,1.3994927229738652,-0.6112498455021267,-0.5588702514942528,1.7413380098407458,-0.5650320466312655
